,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
26678,France,"With its sweet wood, dense fruit and jammy character, this is a rich wine. It has some solid tannins, but they are almost lost in the welter of soft strawberry, nutmeg and juicy red berries. Typically with 2009, this is a wine whose opulence appeals now, but those tannins do suggest some good aging.",Les Suchots Premier Cru,91,145.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Chanson Père et Fils 2009 Les Suchots Premier Cru  (Vosne-Romanée),Pinot Noir,Chanson Père et Fils, 2009 Les Suchots Premier Cru  (Vosne-Romanée),2009,Good
26681,France,"Light in color, this rejoices in its perfumed character as much as its fruit. There is a heady smoky aroma, while the palate shows a leaner character. The fruit flavors of red berries are given an extra dimension by the smoky wood and the meaty edge.",Clos des Mouches Premier Cru,91,90.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2010 Clos des Mouches Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils, 2010 Clos des Mouches Premier Cru  (Beaune),2010,Good
26695,France,"Soft, sensuous, this is a wine that appeals straight away to the senses. The red fruits float over a soft texture of sweet tannins, leaving a juicy, succulent texture. While it is not a powerful wine, it offers all the delicious characters of Pinot Noir.",Bressandes Premier Cru,90,80.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2010 Bressandes Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils, 2010 Bressandes Premier Cru  (Beaune),2010,Mid
26766,France,"This comes from one of the Premier Crus that line the lower slopes of the hill of Corton. It has weight, richness and a densely tannic character that promises aging. Its packed red fruits are cut with juicy acidity as well as a firmer structure and dark-berry flavors. This finely perfumed wine needs to age, so drink from 2022.",Les Moutottes Premier Cru,92,45.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Capitain-Gagnerot 2017 Les Moutottes Premier Cru  (Aloxe-Corton),Pinot Noir,Capitain-Gagnerot, 2017 Les Moutottes Premier Cru  (Aloxe-Corton),2017,Good
26787,France,"This wine is soft, with attractive, aromatic red fruits. It has the round, ripe feel typical of the village, with just a tannic touch to keep it together. At the moment, the wine is all fruit and acidity, and it needs to develop further to bring out its secondary flavors. Drink from 2021.",,90,70.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Domaine Coquard Loisson-Fleurot 2018  Chambolle-Musigny,Pinot Noir,Domaine Coquard Loisson-Fleurot, 2018  Chambolle-Musigny,2018,Mid
26801,France,"Rather lean and austere, this is a tight, structured wine. Its future lies in the firm tannins and the juicy red-currant fruit. Wait for this wine and don't drink before 2024.",Aux Serpentières Premier Cru,90,75.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Michel et Joana Ecard 2018 Aux Serpentières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Michel et Joana Ecard, 2018 Aux Serpentières Premier Cru  (Savigny-lès-Beaune),2018,Mid
27064,France,"This vineyard is widely regarded for its quality worthy of grand cru status, and this wine, from vines owned by Louis Jadot, is a fine example. It is both structured and richly fruity—dense with ripe red fruit flavors cut with acidity. A dry core of tannins will allow this impressive wine to age. Drink from 2024.",Clos Saint-Jacques Premier Cru,94,206.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2018 Clos Saint-Jacques Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot, 2018 Clos Saint-Jacques Premier Cru  (Gevrey-Chambertin),2018,Good
27147,France,"The wine has weight, and dense tannins at this stage. What does give it a hint of Volnay's generosity is the warm, full fruit that is behind the structure. It's obviously going to need at least three years to soften out into a more rounded wine.",,89,40.0,Burgundy,Volnay,,Roger Voss,@vossroger,Nuiton-Beaunoy 2015  Volnay,Pinot Noir,Nuiton-Beaunoy, 2015  Volnay,2015,Mid
27197,France,"This wine is soft, with a light fruitiness and earthy flavors typical of some Pinot Noir. The tannic element gives a dry core to this simple, fruity wine. Drink now.",,83,28.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2016  Bourgogne,Pinot Noir,Jean-Luc and Paul Aegerter, 2016  Bourgogne,2016,Bad
27247,France,The wine has a good structure with sophisticated tannins and perfumed acidity. Black cherry and spice from the wood are balanced by the freshness of the acidity and the rounded aftertaste. Drink from 2023.,Domaine Latour,90,75.0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Louis Latour 2019 Domaine Latour  (Aloxe-Corton),Pinot Noir,Louis Latour, 2019 Domaine Latour  (Aloxe-Corton),2019,Mid
27323,France,"A structured wine, it has the weight and the firm tannins to give it aging potential. Black cherries, dark fruits and juicy acidity are paired with the drier tannic structure, amking for a smooth and rich wine. Drink from 2020.",Clos Blanc Premier Cru,89,62.0,Burgundy,Pommard,,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2015 Clos Blanc Premier Cru  (Pommard),Pinot Noir,Domaine A. Machard de Gramont, 2015 Clos Blanc Premier Cru  (Pommard),2015,Mid
27589,France,"The largest of the four grands crus in Morey-Saint-Denis, this vineyard gives the most structured wines. This bottling, with its tannins and power, is no exception. While it shows plenty of rich black, perfumed fruit, it also has an immense structure of tight tannins are balanced by juicy acidity. Drink from 2027.",,97,286.0,Burgundy,Clos de la Roche,,Roger Voss,@vossroger,Louis Jadot 2018  Clos de la Roche,Pinot Noir,Louis Jadot, 2018  Clos de la Roche,2018,Good
27590,France,"This wine produced from vines on the Corton hill is dense and dark, with great power and concentration. Its rich, dark fruit is paired with intense, juicy acidity, ensuring slow development over many years. Drink from 2025.",,96,116.0,Burgundy,Corton-Pougets,,Roger Voss,@vossroger,Louis Jadot 2018  Corton-Pougets,Pinot Noir,Louis Jadot, 2018  Corton-Pougets,2018,Good
27594,France,"From one of the larger of the great grands crus of Vosne-Romanée and Flagey-Echézeaux, this is a dark, structured wine. It has power and juicy acidity that drive its black plum and berry fruit flavors. A dry core of tannins promises many years of maturing. Drink from 2026.",,96,231.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Louis Jadot 2018  Echézeaux,Pinot Noir,Louis Jadot, 2018  Echézeaux,2018,Good
27597,France,"Next door to the top grand cru of Chambertin, this vineyard, with its east-facing exposure, is one of the stars of Gevrey-Chambertin. This vintage is hugely rich—ripe with voluminous fruit and smoky hints from the wood aging. It has density and the potential for long aging. Drink from 2025.",,96,474.0,Burgundy,Chambertin Clos de Bèze,,Roger Voss,@vossroger,Louis Jadot 2018  Chambertin Clos de Bèze,Pinot Noir,Louis Jadot, 2018  Chambertin Clos de Bèze,2018,Good
27600,France,"This grand cru bottling comes from vines owned by Louis Jadot. It's firmly structured, as befits a wine from this village, and shows a predominance of red fruit and acidity. However, with its dry core and concentration, it will need to age. Drink from 2025.",,95,286.0,Burgundy,Chapelle-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2018  Chapelle-Chambertin,Pinot Noir,Louis Jadot, 2018  Chapelle-Chambertin,2018,Good
27710,France,"Ladoix is a forgotten Burgundy village that can offer good value. This wine with its strawberry fruits and gentle tannins fits the bill. There is a fine, ripe feel to it, and a dry edge that sets off the fruitiness.",Clos de Chagnots,87,32.0,Burgundy,Ladoix,,Roger Voss,@vossroger,Pierre André 2011 Clos de Chagnots  (Ladoix),Pinot Noir,Pierre André, 2011 Clos de Chagnots  (Ladoix),2011,Mid
27717,France,There is some weight on this young tasting wine. The tannins are beginning to allow the red berry and damson fruits to open up. Touches of wood round it out for aging.,La Brigardière Vieilles Vignes,87,24.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château Philippe-le-Hardi 2013 La Brigardière Vieilles Vignes  (Mercurey),Pinot Noir,Château Philippe-le-Hardi, 2013 La Brigardière Vieilles Vignes  (Mercurey),2013,Mid
27756,France,"A lightly perfumed wine, this is soft with warm strawberry flavors. The acidity and texture play a supporting role in this ripe, light-bodied wine.",,85,17.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Manuel Olivier 2014  Bourgogne,Pinot Noir,Manuel Olivier, 2014  Bourgogne,2014,Bad
27964,France,"Still firm, this wine is dominated by tannin and dark fruit, with a dry core typical of this Pommard vineyard. The red and dark plum-fruit flavors are developing slowly and the wine needs time to balance. Drink from 2023.",Les Rugiens Premier Cru,91,109.0,Burgundy,Pommard,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2017 Les Rugiens Premier Cru  (Pommard),Pinot Noir,Jean-Luc and Paul Aegerter, 2017 Les Rugiens Premier Cru  (Pommard),2017,Good
28289,France,"Fragrant wine, ripely perfumed, its tannins bringing out red berry fruits and a shapely structure. It also has a fresh feel to it from the intense acidity at the end. Age for a year, but drink now.",Le Renard,86,29.0,Burgundy,Givry,,Roger Voss,@vossroger,Domaines Devillard 2015 Le Renard  (Givry),Pinot Noir,Domaines Devillard, 2015 Le Renard  (Givry),2015,Bad
28425,France,"Dark chocolate notes join acidity and ripe black fruit flavors. The wood is dominant in this relatively soft wine, although the fruit juiciness comes through well to finish.",Clos Tavannes,86,88.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine de la Pousse d'Or 2013 Clos Tavannes  (Santenay),Pinot Noir,Domaine de la Pousse d'Or, 2013 Clos Tavannes  (Santenay),2013,Bad
28713,France,"This is a juicy, fruit-forward selection, boasting vibrant notes of red cherry, raspberry and strawberry on the nose and mouth. A hint of vanilla adds a sweetness to the finish, which otherwise ends clean and mouthwatering. Drink now.",Alain de la Treille,86,13.0,France Other,Vin de France,,Lauren Buzzeo,@laurbuzz,Bougrier 2019 Alain de la Treille Pinot Noir (Vin de France),Pinot Noir,Bougrier, 2019 Alain de la Treille Pinot Noir (Vin de France),2019,Bad
28834,France,"The wine is lean, with more acidity than fruit. It does have a tannin edge that gives it structure but the fact the wine wasn't aged in wood means it lacks any depth. Drink now.",Tradition,84,16.0,Alsace,Alsace,,Roger Voss,@vossroger,Charles Sparr 2017 Tradition Pinot Noir (Alsace),Pinot Noir,Charles Sparr, 2017 Tradition Pinot Noir (Alsace),2017,Bad
29135,France,"This has ripe red fruits and soft, integrated tannins, with concentration and a voluptuous exterior. This will be ready to drink soon.",Les Vergelesses Premier Cru,92,50.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Chanson Père et Fils 2013 Les Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,Chanson Père et Fils, 2013 Les Vergelesses Premier Cru  (Pernand-Vergelesses),2013,Good
29141,France,"While wood aromas are prominent now, this ultimately showcase the ripe red fruits that lie underneath. It has a solid core of tannins, which is balanced by the juicy fruit. Age for 6–7 years.",Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru,92,120.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaines Devillard 2014 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaines Devillard, 2014 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru  (Nuits-St-Georges),2014,Good
29148,France,"This is rich, complex and full of ripe fruit. A firm structure underlies the richness, lending concentration and density. The fruit is still reticent and will show more generously in another year. Age for five years.",Les Charmes Premier Cru,92,110.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Jean-Claude Boisset 2013 Les Charmes Premier Cru  (Chambolle-Musigny),Pinot Noir,Jean-Claude Boisset, 2013 Les Charmes Premier Cru  (Chambolle-Musigny),2013,Good
29150,France,"Solid and powerful, with a very firm character, this shows the structured, concentrated side of the vineyard, with complex acidity cutting through the dark tannins. The wine is condensed and solidly based around a firm, dry core.",,92,260.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Louis Latour 2014  Clos de Vougeot,Pinot Noir,Louis Latour, 2014  Clos de Vougeot,2014,Good
29174,France,"Already dense, this wine seems to lack fruit. The tannins dominate at the moment along with acidity. It's likely to remain quite a tight.",,85,23.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Albert Bichot 2015  Savigny-lès-Beaune,Pinot Noir,Albert Bichot, 2015  Savigny-lès-Beaune,2015,Bad
29396,France,"From a half-acre parcel, this is a delicately structured wine. Delicious, forward red-cherry fruits are juicy and provide lift to the the firm tannins. The combination and balance of the fruit and the texture result in a wine that will age well. Drink from 2022.",Les Grèves Premier Cru,93,100.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine de Bellene 2016 Les Grèves Premier Cru  (Beaune),Pinot Noir,Domaine de Bellene, 2016 Les Grèves Premier Cru  (Beaune),2016,Good
29525,France,"This light-colored wine is attractively perfumed but with a grassy edge that suggests the fruit was underripe. Built for the short term, it will be ready from late 2021.",,84,19.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Pierre Gruber 2018  Bourgogne,Pinot Noir,Pierre Gruber, 2018  Bourgogne,2018,Bad
29545,France,"An attractively simple, fruity Pinot Noir. It has ripe wild strawberry and red plum flavors, spiced with a gamy edge. The wine has a light structure, and is not for aging.",,84,12.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Manuel Olivier 2013  Bourgogne,Pinot Noir,Manuel Olivier, 2013  Bourgogne,2013,Bad
29555,France,"Light Pinot Noir, with crisp raspberry flavors. The very fruity wine has an edge of bitterness to go with the acidity.",,84,14.0,Burgundy,Hautes Côtes de Nuits,,Roger Voss,@vossroger,Manuel Olivier 2012  Hautes Côtes de Nuits,Pinot Noir,Manuel Olivier, 2012  Hautes Côtes de Nuits,2012,Bad
29797,France,"Already impressive, this wine shows great fruit for the vintage as well as structure. Ripe with black cherries and berries, it has all of Pinot Noir's rich juiciness, but hints of smoke add complexity as well. Structured and a shade dark, it needs time to mature. Drink from 2021.",,94,225.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Jean-Claude Boisset 2015  Echézeaux,Pinot Noir,Jean-Claude Boisset, 2015  Echézeaux,2015,Good
29803,France,"This is a very fine, full and ripe wine. It's full of pure, dark red cherries touched with chocolate, but also quite structured. The palate is laced with acidity and a refreshing minerality. This is an impressive wine that needs aging. Drink from 2022.",,94,215.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Jean-Claude Boisset 2015  Clos de Vougeot,Pinot Noir,Jean-Claude Boisset, 2015  Clos de Vougeot,2015,Good
